ticket_text,issue_type,department
information about a delivery address change,change_shipping_address,SHIPPING
editing data on pro acocunt,edit_account,ACCOUNT
I am trying to unsubscribe to the newsletter,newsletter_subscription,SUBSCRIPTION
can i place an oeder from {{Delivery City}},delivery_options,DELIVERY
I have a problem entering another delivery address,set_up_shipping_address,SHIPPING
update details on {{Account Type}} account,edit_account,ACCOUNT
i want assistance to track order {{Order Number}},track_order,ORDER
where to see at what time customer assistance available is?,contact_customer_service,CONTACT
I do not know how to check the status of order {{Order Number}},track_order,ORDER
I don't know how to leave a comment about a product,review,FEEDBACK
checking refund status,track_refund,REFUND
I want assistance checking how long refunds usually take,check_refund_policy,REFUND
help me retrieving my user profile PIN,recover_password,ACCOUNT
I don't know how I can download my invoice #00108,get_invoice,INVOICE
help to solve troubles with online paymnets,payment_issue,PAYMENT
"I want to delete an item from purchase {{Order Number}}, help me",change_order,ORDER
I try to check the ETA of the purchase {{Order Number}},track_order,ORDER
is it possible to order from {{Delivery City}},delivery_options,DELIVERY
I would like to cancel the subscription to the newsletter,newsletter_subscription,SUBSCRIPTION
I don't know what to do to shop some of your article,place_order,ORDER
tracking order,track_order,ORDER
changing details on {{Account Category}} account,edit_account,ACCOUNT
"I need to set up a delivery address, help me",set_up_shipping_address,SHIPPING
y i cannot set a srcondary shipping address valid up,set_up_shipping_address,SHIPPING
help to switch to the {{Account Category}} accounty,switch_account,ACCOUNT
help to purchase a few of your item,place_order,ORDER
i want assistance cancelling the newsletter subscription,newsletter_subscription,SUBSCRIPTION
I need assistance to receive the company newsletter,newsletter_subscription,SUBSCRIPTION
could you help me to write an opinion for your company?,review,FEEDBACK
could you show me what shipping options are there?,delivery_options,DELIVERY
I don't know what to do to submit the new delivery address,set_up_shipping_address,SHIPPING
my secondary delivery address isnt valid help me,set_up_shipping_address,SHIPPING
I do not know how to check your payment methods,check_payment_methods,PAYMENT
is it possible to order from {{Delivery City}}?,delivery_options,DELIVERY
I try to see how long it takes for my product to arrive,delivery_period,DELIVERY
how can I switch some articles of purchase {{Order Number}}?,change_order,ORDER
how can I create a gold account for my fiance?,create_account,ACCOUNT
I do not know how I can see the accepted payment options,check_payment_methods,PAYMENT
I want to modify my delivery address,change_shipping_address,SHIPPING
I am waiting for a refund of {{Refund Amount}} dollars,track_refund,REFUND
notify of problem with signup,registration_problems,ACCOUNT
need help seeing your available payment option,check_payment_methods,PAYMENT
i dont know what i have to do to demand rebates of money,get_refund,REFUND
can you help me to speak with customer service?,contact_customer_service,CONTACT
I need to get in touch with customer support,contact_customer_service,CONTACT
assistance using the gold profile,switch_account,ACCOUNT
I do not know what to do to call customer service,contact_customer_service,CONTACT
help canceling my company fucking newsletter subscription,newsletter_subscription,SUBSCRIPTION
I have to see the ETA of the order {{Order Number}},track_order,ORDER
I want assistance cancelling purchase {{Order Number}},cancel_order,ORDER
need help resetting the password of my user account,recover_password,ACCOUNT
password recovery,recover_password,ACCOUNT
I have to talk with a person,contact_human_agent,CONTACT
I am trying to restore my user profile PIN,recover_password,ACCOUNT
I do not know how to open a damn freemium account,create_account,ACCOUNT
"I am trying to find shipping periods, could you help me?",delivery_period,DELIVERY
switching to another account,switch_account,ACCOUNT
I have got to leave some feedback about your company,review,FEEDBACK
rebate {{Refund Amount}} dollars,get_refund,REFUND
"my card did not work, help to inform of payment issues",payment_issue,PAYMENT
I do not know how I can change to the {{Account Type}} account,switch_account,ACCOUNT
error setting up a damn new shipping address,set_up_shipping_address,SHIPPING
help me checking how long reimbursements take,check_refund_policy,REFUND
I need assistance cancelling my {{Account Type}} account,delete_account,ACCOUNT
help lodging a claim against ur business,complaint,FEEDBACK
what do I have to do to demand reimbursements of my money?,get_refund,REFUND
have a problem with a forgotten password,recover_password,ACCOUNT
can you help me seeing in which cases can I request refunds?,check_refund_policy,REFUND
how to notify of registration issues?,registration_problems,ACCOUNT
there is a problem entering my new shipping address,set_up_shipping_address,SHIPPING
I want information about updating the shipping address,change_shipping_address,SHIPPING
where can i retrieve my fucking accopunt pass,recover_password,ACCOUNT
is there a way to send an opinion for ur products,review,FEEDBACK
show me order {{Order Number}} current status,track_order,ORDER
"I do not have a freemium account, I try to register",create_account,ACCOUNT
how can I get information about {{Account Category}} account removals?,delete_account,ACCOUNT
I need assistance speaking to an assistant,contact_human_agent,CONTACT
I need assistance checking my bills from {{Person Name}},check_invoice,INVOICE
i try to see the withdrawal fees,check_cancellation_fee,CANCEL
reimbursing {{Currency Symbol}}{{Refund Amount}},get_refund,REFUND
change  order {{Order Number}},change_order,ORDER
help me cancelling purchase {{Order Number}},cancel_order,ORDER
I want to look for the invoice #12588,check_invoice,INVOICE
I need assistance to change to the {{Account Category}} account,switch_account,ACCOUNT
I need assistance to list the available payment options,check_payment_methods,PAYMENT
how to correct the  shipping address?,change_shipping_address,SHIPPING
can you help me to order a few of your item?,place_order,ORDER
want assistance to see how soon can i expectr my shipment,delivery_period,DELIVERY
want assistance to get rebates of my money,get_refund,REFUND
help me to se in which cases can I ask for a refund,check_refund_policy,REFUND
I want assistance to see what shipping options are available,delivery_options,DELIVERY
i dont know how i could check the bill #37777,check_invoice,INVOICE
"you are not helpful, I need help to chat with an agent",contact_human_agent,CONTACT
is it possible to purchase several articles,place_order,ORDER
I want help to take a quick lok at my invoice #85632,check_invoice,INVOICE
I need assistance seeing the bill from {{Person Name}},check_invoice,INVOICE
changing data on {{Account Category}} account,edit_account,ACCOUNT
"I want to see the withdrawal charge, I need help",check_cancellation_fee,CANCEL
i do not know how i could obtaain compensations,get_refund,REFUND
I have to contact an operator,contact_human_agent,CONTACT
"I have to leave a comment, I need assistance",review,FEEDBACK
i dont know what i need to do to see the withdrawal fee,check_cancellation_fee,CANCEL
where to receive a restitution of money?,get_refund,REFUND
i need assistance to enter m secondary delivery address,set_up_shipping_address,SHIPPING
i need help seeing the cancellation charges,check_cancellation_fee,CANCEL
i need assistance to check the accepted payment modalities,check_payment_methods,PAYMENT
I'm waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
"I lost my bill #37777, will you mail it to me?",get_invoice,INVOICE
is it possible to report an error with a signup,registration_problems,ACCOUNT
where could I file a consumer claim against your company?,complaint,FEEDBACK
help to check how long it takes for my package to arrive,delivery_period,DELIVERY
is it possible to check the early termination charges,check_cancellation_fee,CANCEL
i want help trying to change the address,change_shipping_address,SHIPPING
I do not know how to acquire several of your product,place_order,ORDER
need hedlp filing a consumer claim,complaint,FEEDBACK
"I entered a wrong address, help me editing it",change_shipping_address,SHIPPING
I cannot notify of an issue with registrations,registration_problems,ACCOUNT
I try to ask fopr a refund of my money,get_refund,REFUND
where can I check when my product is going to arrive?,delivery_period,DELIVERY
create new {{Account Type}} account,create_account,ACCOUNT
help to make a consumer complaint,complaint,FEEDBACK
